kkID,datasetID,speciesID,id,taxonRank,kingdom,phylum,phyloGroup,phyloGroupSort,taxonClass,taxonOrder,taxonFamily,genus,species,scientificNameAuthorship,taxonomicRemarks_EN-US,taxonomicRemarks_ID,recognitionBasedOn,mainCommonName_EN,otherCommonName_EN,commonNameRemarks_EN,mainCommonName_ID,otherCommonName_ID,commonNameRemarks_ID,typeVoucher,verbatimTypeLocality,typeLocality,typeLocalityLatitude,typeLocalityLongitude,typeLocalityElevationInMeters,typeLocalityDepthInMeters,originalNameAsDescribed,synonymsWithAuthorYears,countryDistribution,biogeographicRegion,distributionStatus,nativeLocalDistribution_ID,introducedLocalDistribution_ID,distributionRemarks_EN-US,distributionRemarks_ID,keyMeasurements,keyCharacters_EN-US,keyCharacters_ID,characterRemarks_EN-US,characterRemarks_ID,habitatRemarks_EN-US,habitatRemarks_ID,additionalRemarks_EN-US,additionalRemarks_ID,iucnStatus,citesStatus,countryStatus,countryStatusReference,symbionts,symbiontRemarks_EN-US,symbiontRemarks_ID,referenceURIs,externalTaxonIdentifiers,externalURIs,associatedData,externalAssociatedDataURIs,contributorNameOrcid,datasetNames
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros diadema,"(Geoffroy Saint-Hilaire, 1813)",,,,Diadem Leaf-nosed Bat,Diadem Roundleaf Bat,,,,,MNHN-ZM-MO-1997-1802,"""Timor [Island].""",,,,,,Rhinolophus diadema,,Diadem Roundleaf Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004592,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros doriae,"(Peters, 1871)",,,,Bornean Leaf-nosed Bat,Borneo Roundleaf Bat,,,,,ZMB 4007a,"""Sarawak auf Borneo,"" Malaysia.",,,,,,Phyllorhina Doriae,,Borneo Roundleaf Bat,,,,,,,,,,,,,,,,NT,,,,,,,,mdd:1004594,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros dyacorum,"Thomas, 1902",,,,Dayak Leaf-nosed Bat,Dayak Roundleaf Bat,,,,,BMNH:Mamm:1894.9.29.10,"""Mount Mulu, Baram District, Sarawak,"" Borneo, Malaysia.",,,,,,Hipposiderus dyacorum,,Dayak Roundleaf Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004596,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,"Cantor, 1846",,,,Cantor's Leaf-nosed Bat,Cantor's Roundleaf Bat,,,,,BMNH:Mamm:1879.11.21.85,"""Pinang [= Penang],"" Malaysia.",,,,,,Hipposideros galeritus,,Cantor's Roundleaf Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004600,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros inexpectatus,"Laurie & Edwards Hill, 1954",,,,Crested Leaf-nosed Bat,Crested Roundleaf Bat,,,,,BMNH:Mamm:1925.6.5.19,"""Posso (= Poso), north Celebes [= Sulawesi],"" Indonesia.",,,,,,Hipposideros inexpectatus,,Crested Roundleaf Bat,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1004606,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros kingstonae,"Wongwaiyut, Karapan, Saekong, Francis, Guillén-Servent, Senawi, Khan, Bates, Jantarit, & Soisook, 2023",,,,Kingston's Leaf-nosed Bat,,,,,,PSUZC-MM2014.164,"""Phru To Daeng Peat Swamp Forest (=Sirindhorn Peat Swamp Forest), Princess Sirindhorn Wildlife Sanctuary, Narathiwat Province, Thailand, 6°4’ N, 101°58’ E, 170 m a.sl.""",,6.066667,101.966667,,,Hipposideros kingstonae,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1006813,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros larvatus,"(Horsfield, 1823)",,,,Horsfield's Leaf-nosed Bat,Horsfield's Roundleaf Bat|Intermediate Leaf-nosed Bat,,,,,BMNH:Mamm:1879.11.21.93,"Java, Indonesia.",,,,,,Rhinolophus larvatus,,Horsfield's Roundleaf Bat;Intermediate Leaf-nosed Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004613,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros macrobullatus,"Tate, 1941",,,,Big-eared Leaf-nosed Bat,Big-eared Roundleaf Bat,,,,,AMNH M-102367,"""Talassa (Maros), South Celebes [= Sulawesi, Indonesia]; 300 meters.""",,,,,,Hipposideros bicolor macrobullatus,,Big-eared Roundleaf Bat,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1004616,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros madurae,"Kitchener & Maryanto, 1993",,,,Maduran Leaf-nosed Bat,Maduran Roundleaf Bat,,,,,MZB 10613B,"""Sampang, Pulau Madura [= Madura Island], nr NE Java (7° 13'S; 113° 15'E); altitude 0-30 m,"" Indonesia.",,-7.21667,113.25,,,Hipposideros madurae,,Maduran Roundleaf Bat,,,,,,,,,,,,,,,,NT,,,,,,,,mdd:1004617,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros maggietaylorae,"Smith & Edwards Hill, 1981",,,,Maggie Taylor's Leaf-nosed Bat,Maggie Taylor's Roundleaf Bat,,,,,LACM:Mamm:66433,"""Lengmebung Cave, 1.3 km south and 3 km east Lakuramau Plantation, 80 m, New Ireland Island, New Ireland Prov[ince]., Papua New Guinea (lat. 2° 54'S long. 151° 16'E).""",,-2.9,151.2667,,,Hipposideros maggietaylorae,,Maggie Taylor's Roundleaf Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004618,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros muscinus,"(Thomas & Doria, 1886)",,,,Fly River Leaf-nosed Bat,Fly River Roundleaf Bat,,,,,"BMNH:Mamm:1886.11.3.10, MNHN-ZM-MO-1886-1581, RMNH.MAM.37350.a, RMNH.MAM.37350.b","""Fly River,"" Western Province, Papua New Guinea.",,,,,,Phyllorhina muscina,,Fly River Roundleaf Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004570,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros orbiculus,"Francis, Kock, & Habersetzer, 1999",,,,Orbiculus Leaf-nosed Bat,Orbiculus Roundleaf Bat,,,,,SMF:MAMM:57092,"""Abai Siat, SE Kota Baru, 01°02' S, 101°43' E, Sumatera Barat, Sumatra, Indonesia.""",,-1.03333,101.7167,,,Hipposideros orbiculus,,Orbiculus Roundleaf Bat,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1004624,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros papua,"(Thomas & Doria, 1886)",,,,Biak Leaf-nosed Bat,Biak Roundleaf Bat|Geelvink Bay Leaf-nosed Bat,,,,,BMNH:Mamm:1886.11.3.9,"""Korido nell' Isola di Misori [= Biak Island], Baja del Geelvink [= Cenderawasih Bay], nella N. Guinea [= Papua Province, Indonesia].""",,,,,,Phyllorhina papua,,Biak Roundleaf Bat;Geelvink Bay Leaf-nosed Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004625,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros pelingensis,"Shamel, 1940",,,,Peleng Leaf-nosed Bat,Peleng Roundleaf Bat,,,,,USNM:MAMM:219433,"""Island of Peleng, Celebes [= east of Sulawesi],"" Indonesia.",,,,,,Hipposideros pelingensis,,Peleng Roundleaf Bat,,,,,,,,,,,,,,,,NT,,,,,,,,mdd:1004626,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros ridleyi,"Robinson & Kloss, 1911",,,,Ridley's Leaf-nosed Bat,Ridley's Roundleaf Bat|Singapore Roundleaf Horseshoe Bat,,,,,BMNH:Mamm:1961.329 (= FMSM 2068/11),"""Botanic Gardens, Singapore.""",,,,,,Hipposideros ridleyi,,Ridley's Roundleaf Bat;Singapore Roundleaf Horseshoe Bat,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1004630,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros sorenseni,"Kitchener & Maryanto, 1993",,,,Sorensen's Leaf-nosed Bat,Sorensen's Roundleaf Bat,,,,,MZB 11333,"""Gua Kramat (≡ holy cave), Pangandaran, W[est]. Java (c. 7° 41'S, 108° 40'E).""",,-7.68333,108.6667,,,Hipposideros sorenseni,,Sorensen's Roundleaf Bat,,,,,,,,,,,,,,,,EN,,,,,,,,mdd:1004634,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros sumbae,"Oei Hong Peng, 1960",,,,Sumban Leaf-nosed Bat,Sumba Roundleaf Bat,,,,,NMB 5651,"Sumba Island, Nusa Tenggara, Indonesia, from cave (c. 9°55'S, 120°41'E).",,-9.91667,120.6833,,,Hipposideros larvatus sumbae,,Sumba Roundleaf Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004636,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros wollastoni,"Thomas, 1913",,,,Wollaston's Leaf-nosed Bat,Wollaston's Roundleaf Bat,,,,,BMNH:Mamm:1913.6.18.4,"""Utakwa River, S.W. New Guinea [= Papua Province, Indonesia].""",,-4.45,137.23333333333332,,,Hipposideros wollastoni,,Wollaston's Roundleaf Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004573,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Megadermatidae,Megaderma,Megaderma spasma,"(Linnaeus, 1758)",,,,Lesser Asian False-vampire,Common Asian Ghost Bat|Lesser False Vampire|Malayan False-vampire,,,,,,"Ternate, Molucca Islands, Indonesia.",,,,,,Vespertilio spasma,,Common Asian Ghost Bat;Lesser False Vampire;Malayan False-vampire,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004650,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus achilles,"Thomas, 1900",,,,Queensland Horseshoe Bat,,,,,,BMNH:Mamm:1899.12.4.5,"Kai Islands, Indonesia.",,,,,,Rhinolophus achilles,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1004651,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus acuminatus,"Peters, 1871",,,,Acuminate Horseshoe Bat,,,,,,ZMB 2548,"""Gadok."" Java, Indonesia.",,,,,,Rhinolophus acuminatus,,,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004652,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus affinis,"Horsfield, 1823",,,,Intermediate Horseshoe Bat,,,,,,BMNH:Mamm:1879.11.21.70,"Java, Indonesia.",,,,,,Rhinolophus affinis,,,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004654,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus arcuatus,"Peters, 1871",,,,Arcuate Horseshoe Bat,,,,,,ZMB 2531,"""Luzon,"" Philippines.",,,,,,Rhinolophus arcuatus,,,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1004658,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus belligerator,"Patrick, McCulloch, & Ruedas, 2013",,,,Poso Horseshoe Bat,Belligerent Horseshoe Bat,,,,,BMNH:Mamm:1987.45,"""Permana Cave, near Poso, Sulawesi Tengah Province, Sulawesi, Indonesia.""",,,,,,Rhinolophus belligerator,,Belligerent Horseshoe Bat,,,,,,,,,,,,,,,,EN,,,,,,,,mdd:1004660,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus borneensis,"Peters, 1861",,,,Bornean Horseshoe Bat,,,,,,"ZMB 2533.1, ZMB 2533.2","""Labuan [Island], Borneo,"" Malaysia.",,,,,,Rhinolophus Borneensis,,,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004663,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus canuti,"Thomas & Wroughton, 1909",,,,Knud's Horseshoe Bat,Canut's Horseshoe Bat,,,,,BMNH:Mamm:1909.1.5.183,"""Island of Java,"" Indonesia. Restricted by O. Thomas and R. C. Wroughton in 1909 to ""Kalipoetjang, Tji-Tandoei River, S. Java.""",,,,,,Rhinolophus canuti,,Canut's Horseshoe Bat,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1004664,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus celebensis,"Andersen, 1905",,,,Sulawesi Horseshoe Bat,,,,,,BMNH:Mamm:1897.1.3.19,"""Makassar, S[outh]. Celebes [= Sulawesi],"" Indonesia.",,,,,,Rhinolophus celebensis,,,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004666,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus creaghi,"Thomas, 1896",,,,Creagh's Horseshoe Bat,,,,,,BMNH:Mamm:1896.7.30.1,"""Sandakan, British N[orth]. Borneo [= Borneo],"" Malaysia.",,,,,,Rhinolophus Creaghi,,,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004675,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus euryotis,"Temminck, 1835",,,,New Guinea Broad-eared Horseshoe Bat,Broad-eared Horseshoe Bat|New Guinea Horseshoe Bat,,,,,"RMNH.MAM.35195.a, RMNH.MAM.35195.b, RMNH.MAM.35196, RMNH.MAM.35197, RMNH.MAM.35198, RMNH.MAM.35199, RMNH.MAM.35200, RMNH.MAM.35201, RMNH.MAM.35203, RMNH.MAM.35204, RMNH.MAM.35205, RMNH.MAM.35206, RMNH.MAM.35207, RMNH.MAM.35208, RMNH.MAM.35209, RMNH.MAM.35210, ZMB 381, ZMB 382, ZMB 2573","Ambon Island, Molucca Islands, Indonesia.",,,,,,Rhinolophus euryotis,,Broad-eared Horseshoe Bat;New Guinea Horseshoe Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004683,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus foetidus,"Andersen, 1918",,,,Andersen's Woolly Horseshoe Bat,,,,,,BMNH:Mamm:1889.1.8.4,"""Baram, E. Sarawak,"" Malaysia.",,,,,,Rhinolophus morio foetidus,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1006572,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus francisi,"Soisook, Struebig, Bates, & Portela Miguez in Soisook, Struebig, Noerfahmy, Bernard, Maryanto, Chen Shiangfan, Rossiter, Kuo Haochih, Deshpande, Bates, Sykes, & Portela Miguez, 2015",,,,Francis's Woolly Horseshoe Bat,,,,,,BMNH:Mamm:1984.1970,"""Gunung Trus Madi, Sabah, Malaysia (approx. 5°34'N, 116°29'E), at an elevation of about 1,600 m a.s.l.""",,5.566667,116.4833,,,Rhinolophus francisi,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1004686,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus keyensis,"Peters, 1871",,,,Insular Horseshoe Bat,Kai Horseshoe Bat,,,,,ZMB 4062,"""Key-Inseln [= Kai Islands],"" Indonesia.",,,,,,Rhinolophus Keyensis,,Kai Horseshoe Bat,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1004698,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus luctus,"Temminck, 1834",,,,Great Woolly Horseshoe Bat,Typical Woolly Horseshoe Bat,,,,,"RMNH.MAM.35175.a, RMNH.MAM.35175.b","Tapos, Java, Indonesia.",,,,,,Rhinolophus luctus,,Typical Woolly Horseshoe Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004703,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus macrotis,"Blyth, 1844",,,,Big-eared Horseshoe Bat,Great-eared Horseshoe Bat,,,,,"BMNH:Mamm:1845.1.8.416, ZSI 15568",Nepal.,,,,,,Rhinolophus macrotis,,Great-eared Horseshoe Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004706,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus madurensis,"Andersen, 1918",,,,Madura Horseshoe Bat,,,,,,BMNH:Mamm:1910.4.7.9,"""Soemenep, E[east]. Madura [Island],"" off north-eastern Java.",,,,,,Rhinolophus madurensis,,,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1004707,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus nereis,"Andersen, 1905",,,,Anamban Horseshoe Bat,Neriad Horseshoe Bat,,,,,USNM:MAMM:101714,"""Pulo [= Island] Siantan, Anamba Group [= Islands],"" Indonesia.",,,,,,Rhinolophus nereis,,Neriad Horseshoe Bat,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1004721,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus philippinensis,"Waterhouse, 1843",,,,Large-eared Horseshoe Bat,Enormous-eared Horseshoe Bat,,,,,BMNH:Mamm:1855.12.26.270,"Luzon, Philippines.",,,,,,Rhinolophus Philippinensis,,Enormous-eared Horseshoe Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004727,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus proconsulis,"Edwards Hill, 1959",,,,Bornean Woolly Horseshoe Bat,Proconsul's Horseshoe Bat,,,,,BMNH:Mamm:1959.12,"""Bungoh Cave, Bau, 1st. Division, Sarawak,"" Borneo, Malaysia.",,,,,,Rhinolophus arcuatus proconsulis,,Proconsul's Horseshoe Bat,,,,,,,,,,,,,,,,EN,,,,,,,,mdd:1004728,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus pusillus,"Temminck, 1834",,,,Least Horseshoe Bat,,,,,,RMNH.MAM.35177,"""Java,"" Indonesia.",,,,,,Rhinolophus pusillus,,,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004730,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus refulgens,"Andersen, 1905",,,,Glossy Horseshoe Bat,,,,,,BMNH:Mamm:1898.11.29.2,"""Malay Peninsula: Perak; Selangor.""",,,,,,Rhinolophus refulgens,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1004731,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sedulus,"Andersen, 1905",,,,Lesser Woolly Horseshoe Bat,,,,,,BMNH:Mamm:1907.1.1.292,"""Sarawak,"" Malaysia.",,,,,,Rhinolophus sedulus,,,,,,,,,,,,,,,,,,NT,,,,,,,,mdd:1004740,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus stheno,"Andersen, 1905",,,,Lesser Brown Horseshoe Bat,,,,,,BMNH:Mamm:1898.3.13.1,"""Selangor, Malay Peninsula.""",,,,,,Rhinolophus stheno,,,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004748,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus tatar,"Bergmans & Rozendaal, 1982",,,,Sulawesi Broad-eared Horseshoe Bat,Tatar Horseshoe Bat,,,,,"ZMA.MAM.21838.a, ZMA.MAM.21838.b","""5 m above Moinakom River (00°41'N, 124°3'E), Dumoga Nature Reserve, North Sulawesi, Indonesia, altitude 525 m.""",,0.683333,124.05,,,Rhinolophus tatar,,Tatar Horseshoe Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004752,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus trifoliatus,"Temminck, 1834",,,,Trefoil Horseshoe Bat,,,,,,"RMNH.MAM.35194.a, RMNH.MAM.35194.b, ZMB 3280","Bantam, West Java, Indonesia.",,,,,,Rhinolophus trifoliatus,,,,,,,,,,,,,,,,,,NT,,,,,,,,mdd:1004755,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma,Rhinopoma microphyllum,"(Brünnich, 1782)",,,,Greater Mouse-tailed Bat,Larger Rat-tailed Bat,,,,,ZMUC (number not known),"Arabia and Egypt. Restricted by K. F. Koopman in 1975 to ""Giza, Egypt.""",,,,,,Vespertilio microphyllus,,Larger Rat-tailed Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004774,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Emballonuridae,Emballonura,Emballonura alecto,"(Eydoux & Gervais, 1836)",,,,Small Asian Sheath-tailed Bat,Philippine Sheath-tailed Bat,,,,,,"Manila, Luzon, Philippines.",,,,,,Vespertilio (Nycticeius) alecto,,Philippine Sheath-tailed Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004802,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Emballonuridae,Emballonura,Emballonura beccarii,"Peters & Doria, 1881",,,,Beccari's Sheath-tailed Bat,,,,,,"ZMB 5670, MSNG (no number given)","""Ansus, (Ins. Jobi [= Yapen Island]),"" Tienderawashih, West Papua, Indonesia.",,,,,,Emballonura Beccarii,,,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004803,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Emballonuridae,Emballonura,Emballonura furax,"Thomas, 1911",,,,New Guinea Sheath-tailed Bat,Greater Sheath-tailed Bat|New Guinean Sheath-tailed Bat,,,,,BMNH:Mamm:1911.11.11.12,"Whitewater Camp, Kapare River, south of Charles Louis Range, West Papua Province, Indonesia.",,,,,,Emballonura furax,,Greater Sheath-tailed Bat;New Guinean Sheath-tailed Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004805,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Emballonuridae,Emballonura,Emballonura monticola,"Temminck, 1838",,,,Lesser Sheath-tailed Bat,,,,,,"RMNH.MAM.35332.a, RMNH.MAM.35332.b","Mount Munara, Java, Indonesia.",,,,,,Emballonura monticola,,,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004806,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Emballonuridae,Emballonura,Emballonura raffrayana,"Dobson, 1879",,,,Raffray's Sheath-tailed Bat,,,,,,BMNH:Mamm:1879.10.6.2,"""Gilolo Island."" Corrected by O. Thomas in 1914 as ""Mefor Island, [= Numfor Island] Geelvink Bay, Western New Guinea [= West Papua, Indonesia].""",,,,,,Emballonura raffrayana,,,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004807,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Emballonuridae,Emballonura,Emballonura serii,"Flannery, 1995",,,,Seri's Sheath-tailed Bat,,,,,,AM M.19845,"""Matapara Cave near Medina, New Ireland [= Latangai],"" Bismarck Archipelago, Papua New Guinea.",,-2.9166666666666665,151.38333333333333,,,Emballonura serii,,,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1004809,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Emballonuridae,Mosia,Mosia nigrescens,"Gray, 1843",,,,Dark Sheath-tailed Bat,Lesser Sheath-tailed Bat,,,,,BMNH:Mamm:1842.11.22.26,"""South America ?"" Corrected by G. E. Dobson in 1878 to ""Amboina [= Ambon Island, Maluku Islands, Indonesia].""",,,,,,Mosia nigrescens,,Lesser Sheath-tailed Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004810,,,,,Chiroptera
405,7,,,species,Animalia,Chordata,Chiroptera,7,Mammalia,Chiroptera,Emballonuridae,Saccolaimus,Saccolaimus saccolaimus,"(Temminck, 1838)",,,,Bare-rumped Sheath-tailed Bat,Naked-rumped Free-tail Bat|Naked-rumped Pouched Bat|Naked-rumped Sheath-tailed Bat|Naked-tailed Saccolaimus|Pouch-bearing Tomb Bat|Pouched Tomb Bat,,,,,RMNH.MAM.33630,"Java, Indonesia.",,,,,,Taphozous Saccolaimus,,Naked-rumped Free-tail Bat;Naked-rumped Pouched Bat;Naked-rumped Sheath-tailed Bat;Naked-tailed Saccolaimus;Pouch-bearing Tomb Bat;Pouched Tomb Bat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1004816,,,,,Chiroptera
